川合高岡	1	1	0
船津	2	1	1
大和八木	1	22	1
伊勢中川	2	22	2
安堂	1	33	2
堅下	2	0	36
狛田	1	1	36
宇治山田	2	1	49
京都	1	20	49
賢島	2	20	61
大和西大寺	1	26	61
鳥羽	2	26	67
近鉄名古屋	1	27	67
橿原神宮前	2	27	70
新王寺	1	28	70
吉野	2	28	85
西田原本	1	35	85
大阪阿部野橋	2	35	86
河内長野	1	36	86
内部	2	36	87
近鉄御所	1	37	87
信貴山口	2	37	88
近鉄奈良	1	39	88
湯の山温泉	2	39	89
王寺	1	40	89
柏原	2	40	90
大阪難波	1	41	90
天理	2	41	91
大阪上本町	1	43	91
平田町	2	43	92
西日野	1	44	92
学研奈良登美ヶ丘	2	44	93
長田	1	45	93
伊勢若松	2	45	111
近鉄四日市	1	65	111
道明寺	2	65	126
生駒	1	83	126
平端	2	83	135
布施	1	96	135
新正	2	96	142
大羽根園	1	104	142
河内山本	2	104	147
古市	1	111	147
尺土	2	110	159
小古曽	1	116	159
尼ヶ辻	2	116	164
近鉄八尾	1	121	164
白庭台	2	121	166
近鉄新庄	1	123	166
