木津川台	1	1	0
山田川	2	1	1
京都	1	22	1
大和朝倉	2	22	2
大和八木	1	23	2
伊勢中川	2	23	20
松尾	1	24	20
宇治山田	2	24	33
賢島	1	34	33
近鉄名古屋	2	34	34
橿原神宮前	1	37	34
新王寺	2	37	35
吉野	1	52	35
西田原本	2	52	42
鳥羽	1	57	42
湯の山温泉	2	57	43
王寺	1	58	43
柏原	2	58	44
大阪阿部野橋	1	59	44
学研奈良登美ヶ丘	2	59	45
近鉄奈良	1	60	45
平田町	2	60	46
信貴山口	1	61	46
河内長野	2	61	47
近鉄御所	1	62	47
長田	2	62	48
大阪難波	1	63	48
西日野	2	63	49
大阪上本町	1	65	49
内部	2	65	50
天理	1	66	50
近鉄四日市	2	66	84
高安	1	81	84
伊勢若松	2	81	109
道明寺	1	95	109
河内山本	2	79	129
平端	1	89	128
布施	2	89	134
今里	1	113	112
生駒	2	113	118
大和西大寺	1	138	116
古市	2	138	123
尺土	1	152	122
朝熊	2	152	124
柏原南口	1	153	124
服部川	2	153	125
池の浦	1	154	125
信貴山下	2	154	126
勢野北口	1	164	125
