狛田	1	1	0
東寺	2	1	1
京都	1	20	0
葛	2	20	1
大和西大寺	1	26	1
川合高岡	2	26	2
鳥羽	1	27	2
大和八木	2	27	23
賢島	1	42	23
吉野	2	42	33
伊勢中川	1	43	33
宇治山田	2	43	34
近鉄御所	1	44	34
橿原神宮前	2	44	41
近鉄名古屋	1	45	41
大阪上本町	2	45	42
長田	1	46	42
天理	2	46	43
湯の山温泉	1	47	43
柏原	2	47	44
学研奈良登美ヶ丘	1	48	44
新王寺	2	48	45
大阪阿部野橋	1	49	45
西田原本	2	49	52
平田町	1	50	52
西日野	2	50	53
信貴山口	1	51	53
近鉄奈良	2	51	54
王寺	1	52	54
大阪難波	2	52	56
内部	1	53	56
河内長野	2	53	57
河内山本	1	92	35
平端	2	91	45
近鉄四日市	1	125	45
布施	2	109	69
伊勢若松	1	134	69
生駒	2	133	86
道明寺	1	147	86
信貴山下	2	147	96
伊勢市	1	159	96
尺土	2	159	101
荒本	1	165	100
古市	2	165	113
五十鈴川	1	168	113
忍海	2	168	115
尼ヶ辻	1	169	115
筒井	2	168	120
柏原南口	1	169	120
