黄金	1	1	0
京都	2	1	1
近鉄四日市	1	19	1
大和西大寺	2	19	26
伊勢若松	1	27	26
伊勢中川	2	27	27
内部	1	34	27
近鉄名古屋	2	7	70
近鉄郡山	1	8	70
宇治山田	2	8	83
額田	1	9	83
湯の山温泉	2	9	92
布施	1	18	92
鳥羽	2	18	96
河内山本	1	24	96
賢島	2	24	111
薬水	1	25	111
大阪上本町	2	25	112
吉野神宮	1	32	112
吉野	2	32	113
橿原神宮前	1	39	113
平田町	2	39	117
長田	1	40	117
大阪難波	2	40	119
近鉄奈良	1	41	119
大阪阿部野橋	2	41	120
王寺	1	42	120
西田原本	2	42	121
柏原	1	43	121
新王寺	2	43	128
学研奈良登美ヶ丘	1	44	128
信貴山口	2	44	129
西日野	1	45	129
天理	2	45	130
河内長野	1	46	130
近鉄御所	2	46	131
生駒	1	69	130
大和八木	2	62	176
平端	1	73	175
道明寺	2	73	189
尺土	1	78	189
古市	2	78	190
駒ヶ谷	1	84	190
汐ノ宮	2	84	196
忍海	1	86	196
二階堂	2	86	198
九条	1	89	198
服部川	2	89	199
柏原南口	1	90	199
