二上	1	1	0
伊勢中川	2	1	1
狛田	1	2	1
八戸ノ里	2	2	2
向島	1	13	2
東青山	2	13	7
菜畑	1	14	7
大輪田	2	14	8
内部	1	15	8
鳥羽	2	15	9
池部	1	16	9
吉田	2	16	10
布施	1	17	10
明野	2	17	19
伏見	1	20	19
平城	2	20	20
恵我ノ荘	1	21	20
福神	2	21	21
長瀬	1	23	21
五知	2	23	28
白塚	1	24	28
佐古木	2	24	29
南が丘	1	29	29
伊勢朝日	2	29	34
河内花園	1	35	33
桔梗が丘	2	35	39
額田	1	38	39
霞ヶ浦	2	38	42
赤堀	1	44	42
