京都	1	1	0
伊勢中川	2	1	1
平城	1	25	1
橿原神宮前	2	25	2
白庭台	1	26	2
大阪上本町	2	26	3
結崎	1	27	3
近鉄名古屋	2	27	4
大福	1	28	4
大阪阿部野橋	2	28	5
川合高岡	1	47	5
鳥羽	2	47	6
近鉄四日市	1	48	6
近鉄奈良	2	48	7
米野	1	67	7
宇治山田	2	67	23
吉野神宮	1	68	23
賢島	2	68	38
岡寺	1	81	38
吉野	2	67	53
池部	1	68	53
王寺	2	68	54
大羽根園	1	76	54
湯の山温泉	2	76	55
南日永	1	79	55
西田原本	2	79	56
真菅	1	80	56
河内長野	2	80	57
河内山本	1	95	57
内部	2	95	58
箕田	1	102	58
長田	2	102	59
大和八木	1	108	59
新王寺	2	107	66
俊徳道	1	112	66
学研奈良登美ヶ丘	2	112	67
信貴山下	1	113	67
平田町	2	113	68
生駒	1	123	68
天理	2	123	69
布施	1	134	69
近鉄御所	2	134	70
学園前	1	137	70
大阪難波	2	137	72
久居	1	138	72
信貴山口	2	138	73
白子	1	149	73
柏原	2	149	74
当麻寺	1	150	74
西日野	2	150	75
二上神社口	1	151	75
恵我ノ荘	2	151	85
上ノ太子	1	153	85
大和西大寺	2	153	87
鶴橋	1	155	87
柳	2	155	90
古市	1	157	90
柏原南口	2	157	91
磐城	1	158	91
小古曽	2	158	92
川西	1	162	92
吉田	2	160	98
筒井	1	161	98
畝傍御陵前	2	161	99
桃園	1	162	99
ファミリー公園前	2	156	107
伊勢若松	1	158	107
平端	2	157	115
汐ノ宮	1	159	115
坊城	2	159	117
土師ノ里	1	160	117
追分	2	160	118
高田市	1	161	118
道明寺	2	160	122
菖蒲池	1	161	122
泊	2	161	123
尺土	1	162	123
近鉄新庄	2	162	125
浮孔	1	163	125
服部川	2	163	126
