長谷寺	1	1	0
伊勢中川	2	1	1
川合高岡	1	17	1
橿原神宮前	2	17	2
伊勢朝日	1	18	2
大阪上本町	2	18	3
平城	1	19	3
近鉄名古屋	2	19	4
近鉄四日市	1	25	4
大阪阿部野橋	2	25	5
上鳥羽口	1	46	5
京都	2	46	6
楠	1	51	6
鳥羽	2	51	7
宇治山田	1	52	7
近鉄奈良	2	52	8
黒田	1	53	8
吉野	2	53	23
大羽根園	1	61	23
賢島	2	61	38
斎宮	1	67	38
王寺	2	67	39
磯山	1	68	39
湯の山温泉	2	68	40
久居	1	77	40
内部	2	77	41
米野	1	90	41
西田原本	2	90	42
松ヶ崎	1	95	42
河内長野	2	95	43
新王寺	1	101	43
学研奈良登美ヶ丘	2	101	44
河内小阪	1	102	44
長田	2	102	45
真菅	1	103	45
平田町	2	103	46
高安	1	117	46
天理	2	117	47
石切	1	125	47
近鉄御所	2	125	48
耳成	1	129	48
信貴山口	2	129	49
追分	1	134	49
大阪難波	2	134	51
伊勢若松	1	140	51
柏原	2	140	52
菜畑	1	141	52
西日野	2	141	53
信貴山下	1	150	53
荒本	2	150	54
三日市	1	153	54
白庭台	2	153	56
道明寺	1	154	56
菖蒲池	2	154	57
河堀口	1	167	57
大和八木	2	146	81
新ノ口	1	147	81
忍海	2	147	82
ファミリー公園前	1	152	82
川西	2	152	85
長瀬	1	153	85
伊勢中原	2	153	86
大和西大寺	1	154	86
高田市	2	154	90
河内山本	1	158	90
尺土	2	158	92
柏原南口	1	159	92
俊徳道	2	139	113
近鉄郡山	1	143	113
筒井	2	143	114
平端	1	145	113
東寺	2	145	114
桃園	1	146	114
池の浦	2	146	115
東生駒	1	150	114
鶴橋	2	150	115
前栽	1	152	115
吉田	2	152	116
新石切	1	153	116
喜志	2	153	119
五十鈴川	1	154	119
駒ヶ谷	2	154	125
古市	1	155	125
朝熊	2	155	126
十条	1	156	126
服部川	2	156	127
生駒	1	157	127
新大宮	2	157	128
布施	1	159	128
小古曽	2	159	129
今里	1	160	129
