耳成	1	1	0
伊勢中川	2	1	1
川合高岡	1	21	1
橿原神宮前	2	21	2
木津川台	1	22	2
大阪上本町	2	22	3
京都	1	43	3
近鉄名古屋	2	43	4
山田川	1	44	4
大阪阿部野橋	2	44	5
大和西大寺	1	47	5
鳥羽	2	47	6
岡寺	1	48	6
近鉄奈良	2	48	7
大和上市	1	60	7
宇治山田	2	60	23
布施	1	61	23
吉野	2	48	38
生駒	1	63	38
賢島	2	63	53
信貴山下	1	73	53
王寺	2	73	54
富田林	1	74	54
湯の山温泉	2	74	55
伏屋	1	75	55
新王寺	2	75	56
近鉄四日市	1	90	56
河内長野	2	90	57
大羽根園	1	98	57
学研奈良登美ヶ丘	2	98	58
箕田	1	105	58
長田	2	104	65
河内山本	1	110	65
内部	2	110	66
真菅	1	125	66
西田原本	2	125	73
道明寺	1	126	73
平田町	2	126	74
河堀口	1	139	74
近鉄御所	2	139	75
近鉄郡山	1	143	75
天理	2	143	76
米野	1	147	76
大阪難波	2	147	78
上ノ太子	1	148	78
信貴山口	2	148	79
泊	1	152	79
柏原	2	152	80
小古曽	1	154	80
西日野	2	154	81
鶴橋	1	156	81
千里	2	156	91
平端	1	158	91
千代崎	2	158	95
汐ノ宮	1	162	95
三日市	2	162	96
二上山	1	163	96
磐城	2	163	97
大和八木	1	170	97
古市	2	149	123
伊勢若松	1	150	123
柳	2	150	125
新大宮	1	151	125
二階堂	2	151	127
畝傍御陵前	1	153	127
橿原神宮西口	2	153	128
坊城	1	154	128
高田市	2	153	131
尺土	1	154	131
忍海	2	154	132
服部川	1	155	132
近鉄新庄	2	155	133
柏原南口	1	156	133
