高の原	1	1	0
伊勢中川	2	1	1
上鳥羽口	1	21	1
橿原神宮前	2	21	2
烏森	1	22	2
大阪上本町	2	22	3
近鉄四日市	1	39	3
近鉄名古屋	2	39	4
桃園	1	40	4
大阪阿部野橋	2	40	5
伊勢若松	1	61	5
京都	2	61	6
高安	1	62	6
鳥羽	2	62	7
真菅	1	76	7
近鉄奈良	2	76	8
吉野	1	77	8
宇治山田	2	77	24
榊原温泉口	1	78	24
賢島	2	78	39
桜井	1	93	39
王寺	2	93	40
岡寺	1	107	40
湯の山温泉	2	107	41
大羽根園	1	115	41
新王寺	2	115	42
追分	1	120	42
長田	2	120	43
大和八木	1	123	43
河内長野	2	123	44
東寺	1	125	44
内部	2	125	45
結崎	1	130	45
西田原本	2	130	52
三日市	1	133	52
学研奈良登美ヶ丘	2	133	53
北田辺	1	134	53
平田町	2	134	54
高鷲	1	143	54
近鉄御所	2	143	55
今里	1	144	55
天理	2	144	56
枚岡	1	145	56
柏原	2	145	57
若江岩田	1	149	57
信貴山口	2	149	58
新大宮	1	150	58
大阪難波	2	150	60
二階堂	1	151	60
西日野	2	151	61
当麻寺	1	152	61
九条	2	152	62
駒ヶ谷	1	156	62
滝谷不動	2	156	64
米野	1	158	64
古市	2	158	69
伊勢石橋	1	160	69
信貴山下	2	160	70
大和西大寺	1	162	70
忍海	2	162	71
吉田	1	163	71
竜田川	2	163	73
筒井	1	168	72
平端	2	161	84
道明寺	1	165	83
久宝寺口	2	165	84
坊城	1	166	84
小古曽	2	166	85
尺土	1	170	85
河内永和	2	170	86
近鉄八尾	1	171	86
石切	2	166	95
川合高岡	1	167	95
俊徳道	2	167	98
南生駒	1	168	98
学研北生駒	2	168	99
河堀口	1	169	99
生駒	2	165	117
橿原神宮西口	1	166	117
柏原南口	2	166	118
河内山本	1	167	118
服部川	2	167	119
鶴橋	1	168	119
布施	2	166	122
近鉄新庄	1	167	122
