大三	1	1	0
伊勢中川	2	1	1
耳成	1	19	1
橿原神宮前	2	19	2
近鉄四日市	1	20	2
大阪上本町	2	20	3
近鉄名古屋	1	40	3
大阪阿部野橋	2	40	4
伏見	1	41	4
京都	2	41	5
山田川	1	58	5
鳥羽	2	58	6
伊勢若松	1	66	6
近鉄奈良	2	66	7
津新町	1	77	7
宇治山田	2	77	23
内部	1	84	23
吉野	2	84	38
西田原本	1	85	38
賢島	2	85	53
湯の山温泉	1	94	53
王寺	2	94	54
新王寺	1	101	54
長田	2	101	55
河内山本	1	102	55
河内長野	2	102	56
真菅	1	117	56
学研奈良登美ヶ丘	2	117	57
布施	1	123	57
平田町	2	123	58
額田	1	132	58
近鉄御所	2	132	59
大和西大寺	1	135	59
天理	2	135	60
生駒	1	141	60
信貴山口	2	141	61
平端	1	147	61
大阪難波	2	147	63
信貴山下	1	157	63
柏原	2	157	64
笠縫	1	162	64
西日野	2	162	65
東寺	1	166	65
三日市	2	166	66
藤井寺	1	167	66
二上山	2	167	67
河堀口	1	178	67
八木西口	2	178	69
磐城	1	179	69
荒本	2	178	75
鈴鹿市	1	180	75
忍海	2	180	76
古市	1	186	75
今里	2	186	77
伊勢石橋	1	187	77
前栽	2	187	78
坊城	1	188	78
川合高岡	2	188	79
大和八木	1	190	79
南が丘	2	190	82
富田林西口	1	193	82
二階堂	2	193	83
新大宮	1	194	83
高田市	2	193	87
滝谷不動	1	195	87
柏原南口	2	195	88
土師ノ里	1	196	88
尺土	2	196	90
道明寺	1	197	90
汐ノ宮	2	197	91
服部川	1	198	91
