狛田	1	1	0
伊勢中川	2	1	1
東寺	1	19	1
橿原神宮前	2	19	2
美旗	1	20	2
大阪上本町	2	20	3
滝谷不動	1	21	3
近鉄名古屋	2	21	4
大和八木	1	33	4
大阪阿部野橋	2	33	5
橿原神宮西口	1	34	5
京都	2	34	6
萩の台	1	35	6
鳥羽	2	35	7
但馬	1	36	7
宇治山田	2	36	23
恩智	1	50	23
近鉄奈良	2	50	24
霞ヶ浦	1	51	24
賢島	2	51	39
近鉄蟹江	1	61	39
吉野	2	61	54
平城	1	66	54
王寺	2	66	55
川合高岡	1	75	55
湯の山温泉	2	75	56
信貴山下	1	81	56
長田	2	81	57
平端	1	88	57
西田原本	2	88	58
大和西大寺	1	94	58
新王寺	2	93	65
桃園	1	94	65
学研奈良登美ヶ丘	2	94	66
伊勢若松	1	108	66
内部	2	108	67
河内永和	1	109	67
河内長野	2	109	68
生駒	1	126	68
平田町	2	126	69
恵我ノ荘	1	127	69
天理	2	127	70
北楠	1	131	70
近鉄御所	2	131	71
富田林	1	134	71
柏原	2	134	72
烏森	1	138	72
大阪難波	2	138	74
喜志	1	139	74
信貴山口	2	139	75
河堀口	1	148	75
西日野	2	148	76
新正	1	151	76
中川原	2	151	84
鶴橋	1	152	84
浮孔	2	151	87
柏原南口	1	152	87
日永	2	152	92
赤堀	1	153	92
駒ヶ谷	2	153	93
汐ノ宮	1	154	93
藤井寺	2	144	105
高安	1	145	105
磐城	2	145	110
白庭台	1	146	110
弥刀	2	146	111
黄金	1	147	111
米野	2	147	112
近鉄四日市	1	150	112
三日市	2	150	113
吉田	1	152	113
高田市	2	152	114
近鉄八尾	1	153	114
俊徳道	2	153	116
尺土	1	154	116
今里	2	153	118
河内山本	1	154	118
柳	2	154	120
布施	1	159	117
古市	2	153	124
道明寺	1	161	117
荒本	2	157	123
新大宮	1	158	123
忍海	2	158	124
土師ノ里	1	159	124
畝傍御陵前	2	159	125
前栽	1	161	125
八木西口	2	161	126
服部川	1	162	126
近鉄新庄	2	162	127
