高田市	1	1	0
伊勢中川	2	1	1
東寺	1	2	1
橿原神宮前	2	2	2
大和西大寺	1	26	2
大阪上本町	2	26	3
美旗	1	27	3
近鉄名古屋	2	27	4
南が丘	1	28	4
大阪阿部野橋	2	28	5
伊勢若松	1	40	5
京都	2	40	6
小古曽	1	41	6
鳥羽	2	41	7
近鉄四日市	1	54	7
宇治山田	2	54	23
烏森	1	71	23
近鉄奈良	2	71	24
耳成	1	82	24
吉野	2	82	39
榊原温泉口	1	88	39
賢島	2	88	54
中菰野	1	95	54
王寺	2	95	55
大和高田	1	96	55
湯の山温泉	2	96	56
恩智	1	107	56
長田	2	107	57
近鉄郡山	1	111	57
河内長野	2	111	58
古市	1	112	58
西田原本	2	112	59
尺土	1	119	59
新王寺	2	119	66
滝谷不動	1	124	66
内部	2	124	67
北田辺	1	125	67
学研奈良登美ヶ丘	2	125	68
布忍	1	130	68
平田町	2	130	69
柏原南口	1	131	69
近鉄御所	2	131	70
恵我ノ荘	1	134	70
天理	2	134	71
布施	1	135	71
柏原	2	135	72
生駒	1	150	72
大阪難波	2	150	74
信貴山下	1	160	74
信貴山口	2	160	75
三日市	1	163	75
西日野	2	163	76
橿原神宮西口	1	166	76
平端	2	166	79
田原本	1	172	78
近鉄新庄	2	172	80
八木西口	1	173	80
畝傍御陵前	2	173	81
桃園	1	175	81
新大宮	2	175	82
米野	1	177	82
道明寺	2	155	109
近鉄八尾	1	160	109
白庭台	2	159	115
笠縫	1	160	115
服部川	2	160	116
川合高岡	1	163	116
大和八木	2	141	139
今里	1	142	139
河内山本	2	123	163
汐ノ宮	1	124	163
新ノ口	2	124	164
大羽根園	1	125	164
